,addedTime,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,bodyPart,bodyPart_head,bodyPart_left-foot,bodyPart_other,bodyPart_right-foot,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,draw.start.x,draw.start.y,event.awayTeam.name,event.awayTeam.slug,event.homeTeam.name,event.homeTeam.slug,event.id,event.slug,event.winnerCode,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalMouthLocation,goalType,homeTeam_False,homeTeam_True,id,incidentType,isHome,opponent,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,player.firstName,player.id,player.lastName,player.name,player.position,player.shortName,player.slug,player.userCount,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,reversedPeriodTime,reversedPeriodTimeSeconds,shotType,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_penalty,shot_sit_regular,shot_sit_set-piece,shot_sit_throw-in-set-piece,situation,statistics.expectedAssists,statistics.minutesPlayed,team,time,timeSeconds,xg,xgot
49,,1.9,54.9,0.0,right-foot,0.0,0.0,,1,54.9,1.9,48.0,0,48.0,93.7,71.9,12.0,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,52.0,6.3,low-left,,0,1,2137744,shot,True,Luton Town,0,0.0,0,0.0,1,,33902,,Danny Welbeck,F,D. Welbeck,danny-welbeck,1921,12.0,71.9,0,26,1522,save,1,0.0,0.0,,0.0,0.0,0.0,,assisted,0.13625,78.0,Brighton & Hove Albion,20,1178,,
50,,11.0,37.9,0.0,left-foot,0.0,1.0,,0,37.9,11.0,48.9,0,48.9,81.0,32.2,16.7,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,51.1,19.0,low-centre,,0,1,2137711,shot,True,Luton Town,1,0.0,0,0.0,0,,805465,,Pervis Estupiñán,D,P. Estupiñán,pervis-estupinan,4372,16.7,32.2,0,28,1661,block,0,0.0,0.0,,0.0,0.0,1.0,,set-piece,0.860694,90.0,Brighton & Hove Albion,18,1039,,
51,,15.1,56.7,0.0,left-foot,0.0,1.0,,0,56.7,15.1,48.4,0,48.4,81.0,62.5,25.8,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,51.6,19.0,low-centre,,0,1,2137724,shot,True,Luton Town,1,0.0,0,0.0,0,,301288,,Solly March,M,S. March,solly-march,2228,25.8,62.5,0,28,1671,block,0,0.0,0.0,,0.0,0.0,1.0,,set-piece,0.0185244,74.0,Brighton & Hove Albion,18,1029,,
52,,5.3,50.0,0.0,head,1.0,0.0,,0,50.0,5.3,38.3,0,38.3,97.2,54.4,7.7,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,61.7,2.8,left,,0,1,2137663,shot,True,Luton Town,0,0.0,1,0.0,0,,48480,,Pascal Groß,M,P. Groß,pascal-gross,2191,7.7,54.4,0,32,1918,miss,1,0.0,0.0,,0.0,0.0,0.0,,assisted,0.456669,90.0,Brighton & Hove Albion,14,782,,
53,,,,,right-foot,0.0,0.0,,1,,,51.4,0,51.4,26.4,31.0,26.4,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,48.6,73.6,high,,0,1,2137597,shot,True,Luton Town,0,0.0,1,0.0,0,,33902,,Danny Welbeck,F,D. Welbeck,danny-welbeck,1921,26.4,31.0,0,38,2230,miss,1,0.0,0.0,,0.0,0.0,0.0,,assisted,0.13625,78.0,Brighton & Hove Albion,8,470,,
54,,,,,right-foot,0.0,0.0,,1,,,41.7,0,41.7,95.8,52.0,9.0,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,58.3,4.2,close-left,,0,1,2137565,shot,True,Luton Town,0,0.0,1,0.0,0,,975079,,João Pedro,F,J. Pedro,joao-pedro,3903,9.0,52.0,0,41,2420,miss,1,0.0,0.0,,0.0,0.0,0.0,,assisted,0.0329176,88.0,Brighton & Hove Albion,5,280,,
55,,,,,head,1.0,0.0,,0,,,48.4,0,48.4,13.9,56.7,5.6,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,51.6,86.1,high,,0,1,2137539,shot,True,Luton Town,0,0.0,1,0.0,0,,115365,,Lewis Dunk,D,L. Dunk,lewis-dunk,1240,5.6,56.7,0,43,2572,miss,0,1.0,0.0,,0.0,0.0,0.0,,corner,0.586177,90.0,Brighton & Hove Albion,3,128,,
56,,3.1,33.0,0.0,head,1.0,0.0,,0,33.0,3.1,19.5,0,19.5,88.9,49.1,12.3,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,80.5,11.1,left,,0,1,2137542,shot,True,Luton Town,0,0.0,1,0.0,0,,115365,,Lewis Dunk,D,L. Dunk,lewis-dunk,1240,12.3,49.1,0,44,2582,miss,0,1.0,0.0,,0.0,0.0,0.0,,corner,0.586177,90.0,Brighton & Hove Albion,2,118,,
57,7.0,3.8,51.3,0.0,head,1.0,0.0,,0,51.3,3.8,48.1,0,48.1,84.8,54.9,14.7,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,51.9,15.2,low-left,,0,1,2139031,shot,True,Fulham,0,0.0,0,0.0,1,,110846,,Michael Keane,D,M. Keane,michael-keane,650,14.7,54.9,0,1,535,save,0,0.0,0.0,,,0.0,1.0,,set-piece,0.0157,90.0,Everton,90,5765,,
58,5.0,1.5,57.6,0.0,head,1.0,0.0,,0,57.6,1.5,58.5,0,58.5,80.6,58.2,10.1,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,41.5,19.4,close-right,,0,1,2139017,shot,True,Fulham,0,0.0,1,0.0,0,,96535,,Abdoulaye Doucouré,M,A. Doucouré,abdoulaye-doucoure,1520,10.1,58.2,0,1,607,miss,0,0.0,0.0,,,0.0,1.0,,set-piece,0.105027,90.0,Everton,90,5693,,
59,,,,,head,1.0,0.0,,0,,,57.0,0,57.0,94.4,41.7,8.5,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,43.0,5.6,close-right,,0,1,2138947,shot,True,Fulham,0,0.0,1,0.0,0,,145188,,James Tarkowski,D,J. Tarkowski,james-tarkowski,1355,8.5,41.7,0,1,20,miss,0,1.0,0.0,,,0.0,0.0,,corner,0.0316661,90.0,Everton,90,5380,,
60,,12.1,47.3,0.0,left-foot,0.0,1.0,,0,47.3,12.1,49.9,0,49.9,81.0,46.0,18.1,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,50.1,19.0,low-centre,,0,1,2138946,shot,True,Fulham,1,0.0,0,0.0,0,,106337,,Idrissa Gueye,M,I. Gueye,idrissa-gueye,6704,18.1,46.0,0,1,56,block,0,1.0,0.0,,,0.0,0.0,,corner,0.0318173,90.0,Everton,90,5344,,
61,,8.4,50.2,0.0,left-foot,0.0,1.0,,0,50.2,8.4,48.8,0,48.8,81.0,50.5,10.3,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,51.2,19.0,low-centre,,1,0,2138925,shot,False,Everton,1,0.0,0,0.0,0,,192144,,Aleksandar Mitrović,F,A. Mitrović,aleksandar-mitrovic,15169,10.3,50.5,0,3,127,block,0,0.0,0.0,,,1.0,0.0,,regular,0.0246784,32.0,Fulham,88,5273,,
62,,1.8,46.2,0.0,right-foot,0.0,0.0,,1,46.2,1.8,47.4,0,47.4,97.5,35.6,7.3,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,52.6,2.5,low-left,,1,0,2138906,shot,False,Everton,0,0.0,0,0.0,1,,192144,,Aleksandar Mitrović,F,A. Mitrović,aleksandar-mitrovic,15169,7.3,35.6,0,4,187,save,1,0.0,0.0,,,0.0,0.0,,assisted,0.0246784,32.0,Fulham,87,5213,,
63,,1.8,51.4,0.0,head,1.0,0.0,,0,51.4,1.8,49.3,0,49.3,81.0,56.9,9.1,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,50.7,19.0,low-centre,,0,1,2138855,shot,True,Fulham,0,0.0,0,0.0,1,,110846,,Michael Keane,D,M. Keane,michael-keane,650,9.1,56.9,0,6,322,save,0,1.0,0.0,,,0.0,0.0,,corner,0.0157,90.0,Everton,85,5078,,
64,,0.7,53.2,0.0,right-foot,0.0,0.0,,1,53.2,0.7,54.2,0,54.2,87.3,57.2,3.6,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,45.8,12.7,low-right,,0,1,2138856,shot,True,Fulham,0,0.0,0,0.0,1,,352770,,Alex Iwobi,M,A. Iwobi,alex-iwobi,3240,3.6,57.2,0,6,350,save,1,0.0,0.0,,,0.0,0.0,,assisted,0.279266,90.0,Everton,85,5050,,
65,,,,,right-foot,0.0,0.0,,1,,,50.4,0,50.4,30.6,42.9,4.8,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,49.6,69.4,high,,1,0,2138725,shot,False,Everton,0,0.0,1,0.0,0,,151499,,Bobby Decordova-Reid,M,B. Reid,bobby-decordova-reid,747,4.8,42.9,0,14,795,miss,1,0.0,0.0,,,0.0,0.0,,assisted,0.00549038,45.0,Fulham,77,4605,,
66,,,,,left-foot,0.0,1.0,,0,,,47.7,0,47.7,98.1,46.8,2.5,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,52.3,1.9,low-left,regular,1,0,2138668,shot,False,Everton,0,1.0,0,0.0,0,,151499,,Bobby Decordova-Reid,M,B. Reid,bobby-decordova-reid,747,2.5,46.8,0,18,1061,goal,0,0.0,0.0,,,1.0,0.0,,regular,0.00549038,45.0,Fulham,73,4339,,
67,,,,,left-foot,0.0,1.0,,0,,,45.7,0,45.7,37.5,34.7,17.1,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,54.3,62.5,high,,1,0,2138615,shot,False,Everton,0,0.0,1,0.0,0,,355528,,Harry Wilson,M,H. Wilson,harry-wilson,1858,17.1,34.7,0,22,1274,miss,1,0.0,0.0,,,0.0,0.0,,assisted,0.198069,90.0,Fulham,69,4126,,
68,,,,,right-foot,0.0,0.0,,1,,,48.3,0,48.3,61.4,62.3,6.1,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,51.7,38.6,high,,0,1,2138588,shot,True,Fulham,0,0.0,0,1.0,0,,1020141,,Nathan Patterson,D,N. Patterson,patterson-nathan,667,6.1,62.3,0,24,1382,post,0,0.0,0.0,,,1.0,0.0,,regular,0.0121954,90.0,Everton,67,4018,,
69,,1.9,49.3,0.0,right-foot,0.0,0.0,,1,49.3,1.9,51.6,0,51.6,87.3,34.0,19.4,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,48.4,12.7,low-centre,,0,1,2138600,shot,True,Fulham,0,0.0,0,0.0,1,,352770,,Alex Iwobi,M,A. Iwobi,alex-iwobi,3240,19.4,34.0,0,24,1384,save,0,0.0,0.0,,,1.0,0.0,,regular,0.279266,90.0,Everton,67,4016,,
70,,17.9,55.1,0.0,right-foot,0.0,0.0,,1,55.1,17.9,50.9,0,50.9,81.0,57.8,29.7,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,49.1,19.0,low-centre,,0,1,2138458,shot,True,Fulham,1,0.0,0,0.0,0,,1020141,,Nathan Patterson,D,N. Patterson,patterson-nathan,667,29.7,57.8,0,31,1841,block,0,1.0,0.0,,,0.0,0.0,,corner,0.0121954,90.0,Everton,60,3559,,
71,,,,,right-foot,0.0,0.0,,1,,,59.0,0,59.0,37.5,40.2,11.4,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,41.0,62.5,high-right,,1,0,2138411,shot,False,Everton,0,0.0,1,0.0,0,,151499,,Bobby Decordova-Reid,M,B. Reid,bobby-decordova-reid,747,11.4,40.2,0,34,2002,miss,1,0.0,0.0,,,0.0,0.0,,assisted,0.00549038,45.0,Fulham,57,3398,,
72,,,,,right-foot,0.0,0.0,,1,,,44.6,0,44.6,93.7,54.6,11.2,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,55.4,6.3,left,,1,0,2138409,shot,False,Everton,0,0.0,0,1.0,0,,192442,,Raúl Jiménez,F,R. Jiménez,raul-jimenez,7298,11.2,54.6,0,34,2007,post,1,0.0,0.0,,,0.0,0.0,,assisted,0.0167774,58.0,Fulham,57,3393,,
73,,,,,right-foot,0.0,0.0,,1,,,41.0,0,41.0,98.6,45.8,19.1,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,59.0,1.4,close-left,,1,0,2138349,shot,False,Everton,0,0.0,1,0.0,0,,371222,,Saša Lukić,M,S. Lukić,sasa-lukic,1428,19.1,45.8,0,38,2273,miss,0,1.0,0.0,,,0.0,0.0,,corner,0.00704679,90.0,Fulham,53,3127,,
74,,2.0,50.5,0.0,right-foot,0.0,0.0,,1,50.5,2.0,51.2,0,51.2,98.7,52.4,15.7,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,48.8,1.3,low-centre,,0,1,2138114,shot,True,Fulham,0,0.0,0,0.0,1,,268903,,Neal Maupay,F,N. Maupay,neal-maupay,1431,15.7,52.4,0,1,22,save,0,0.0,1.0,,,0.0,0.0,,fast-break,,72.0,Everton,45,2678,,
75,,,,,left-foot,0.0,1.0,,0,,,41.5,0,41.5,16.7,67.8,12.7,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,58.5,83.3,high-left,,0,1,2138079,shot,True,Fulham,0,0.0,1,0.0,0,,1020141,,Nathan Patterson,D,N. Patterson,patterson-nathan,667,12.7,67.8,0,3,135,miss,1,0.0,0.0,,,0.0,0.0,,assisted,0.0121954,90.0,Everton,43,2565,,
76,,7.5,48.2,0.0,right-foot,0.0,0.0,,1,48.2,7.5,46.9,0,46.9,96.2,47.8,9.5,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,53.1,3.8,low-left,,0,1,2138051,shot,True,Fulham,0,0.0,0,0.0,1,,268903,,Neal Maupay,F,N. Maupay,neal-maupay,1431,9.5,47.8,0,4,221,save,1,0.0,0.0,,,0.0,0.0,,assisted,,72.0,Everton,42,2479,,
77,,2.4,53.2,0.0,right-foot,0.0,0.0,,1,53.2,2.4,51.1,0,51.1,75.3,70.0,14.9,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,48.9,24.7,high-centre,,0,1,2138035,shot,True,Fulham,0,0.0,0,0.0,1,,923973,,Amadou Onana,M,A. Onana,amadou-onana,2899,14.9,70.0,0,5,256,save,1,0.0,0.0,,,0.0,0.0,,assisted,0.378906,90.0,Everton,41,2444,,
78,,1.5,50.4,0.0,left-foot,0.0,1.0,,0,50.4,1.5,48.7,0,48.7,86.7,50.5,3.8,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,51.3,13.3,low-centre,,0,1,2137927,shot,True,Fulham,0,0.0,0,0.0,1,,268903,,Neal Maupay,F,N. Maupay,neal-maupay,1431,3.8,50.5,0,12,690,save,1,0.0,0.0,,,0.0,0.0,,assisted,,72.0,Everton,34,2010,,
79,,,,,right-foot,0.0,0.0,,1,,,42.2,0,42.2,94.4,43.1,18.9,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,57.8,5.6,close-left,,0,1,2137752,shot,True,Fulham,0,0.0,1,0.0,0,,352770,,Alex Iwobi,M,A. Iwobi,alex-iwobi,3240,18.9,43.1,0,25,1499,miss,0,0.0,1.0,,,0.0,0.0,,fast-break,0.279266,90.0,Everton,21,1201,,
80,,18.2,38.4,0.0,right-foot,0.0,0.0,,1,38.4,18.2,51.1,0,51.1,83.3,37.1,19.5,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,48.9,16.7,low-centre,,0,1,2137751,shot,True,Fulham,1,0.0,0,0.0,0,,106337,,Idrissa Gueye,M,I. Gueye,idrissa-gueye,6704,19.5,37.1,0,27,1590,block,0,1.0,0.0,,,0.0,0.0,,corner,0.0318173,90.0,Everton,19,1110,,
81,,12.7,36.3,0.0,right-foot,0.0,0.0,,1,36.3,12.7,49.3,0,49.3,81.0,34.5,14.4,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,50.7,19.0,low-centre,,0,1,2137716,shot,True,Fulham,1,0.0,0,0.0,0,,352770,,Alex Iwobi,M,A. Iwobi,alex-iwobi,3240,14.4,34.5,0,28,1639,block,0,0.0,1.0,,,0.0,0.0,,fast-break,0.279266,90.0,Everton,18,1061,,
82,,9.0,52.0,0.0,right-foot,0.0,0.0,,1,52.0,9.0,47.5,0,47.5,98.1,53.0,12.8,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,52.5,1.9,low-left,,0,1,2137566,shot,True,Fulham,0,0.0,0,0.0,1,,96535,,Abdoulaye Doucouré,M,A. Doucouré,abdoulaye-doucoure,1520,12.8,53.0,0,41,2440,save,0,0.0,1.0,,,0.0,0.0,,fast-break,0.105027,90.0,Everton,5,260,,
83,,,,,left-foot,0.0,1.0,,0,,,47.7,0,47.7,16.7,47.4,18.5,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,52.3,83.3,high,,1,0,2137558,shot,False,Everton,0,0.0,1,0.0,0,,82566,,Tom Cairney,M,T. Cairney,tom-cairney,387,18.5,47.4,0,43,2561,miss,0,1.0,0.0,,,0.0,0.0,,corner,0.0813555,58.0,Fulham,3,139,,
84,,,,,right-foot,0.0,0.0,,1,,,39.8,0,39.8,98.6,73.0,13.6,Fulham,fulham,Everton,everton,11352253,everton-fulham,2,0,60.2,1.4,left,,0,1,2137531,shot,True,Fulham,0,0.0,1,0.0,0,,268903,,Neal Maupay,F,N. Maupay,neal-maupay,1431,13.6,73.0,0,45,2667,miss,0,0.0,1.0,,,0.0,0.0,,fast-break,,72.0,Everton,1,33,,
85,,,,,right-foot,0.0,0.0,,1,,,50.1,0,50.1,8.3,68.0,21.5,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,49.9,91.7,high,,0,1,2138914,shot,True,Crystal Palace,0,0.0,1,,0,,100637,,Oliver Norwood,M,O. Norwood,oliver-norwood,308,21.5,68.0,0,3,168,miss,0,0.0,0.0,0.0,,1.0,0.0,,regular,0.08602,90.0,Sheffield United,88,5232,,
86,,0.6,52.3,0.0,head,1.0,0.0,,0,52.3,0.6,48.7,0,48.7,91.8,56.3,4.9,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,51.3,8.2,low-centre,,1,0,2138897,shot,False,Sheffield United,0,0.0,0,,1,,362682,,Joachim Andersen,D,J. Andersen,joachim-andersen,1548,4.9,56.3,0,5,253,save,0,0.0,0.0,0.0,,0.0,1.0,,set-piece,0.11382,90.0,Crystal Palace,86,5147,,
87,,,,,right-foot,0.0,0.0,,1,,,60.0,0,60.0,90.3,54.0,13.3,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,40.0,9.7,right,,1,0,2138844,shot,False,Sheffield United,0,0.0,1,,0,,864921,,Eberechi Eze,M,E. Eze,eberechi-eze,4328,13.3,54.0,0,7,395,miss,1,0.0,0.0,0.0,,0.0,0.0,,assisted,0.411604,90.0,Crystal Palace,84,5005,,
88,,,,,right-foot,0.0,0.0,,1,,,42.0,0,42.0,87.5,41.5,32.1,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,58.0,12.5,close-left,,1,0,2138759,shot,False,Sheffield United,0,0.0,1,,0,,355796,,Jefferson Lerma,M,J. Lerma,jefferson-lerma,1614,32.1,41.5,0,11,652,miss,1,0.0,0.0,0.0,,0.0,0.0,,assisted,0.0191135,90.0,Crystal Palace,80,4748,,
89,,0.2,54.3,0.0,right-foot,0.0,0.0,,1,54.3,0.2,50.7,0,50.7,82.9,73.2,5.7,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,49.3,17.1,low-centre,,1,0,2138717,shot,False,Sheffield United,0,0.0,0,,1,,103045,,Jordan Ayew,F,J. Ayew,jordan-ayew,7441,5.7,73.2,0,15,879,save,1,0.0,0.0,0.0,,0.0,0.0,,assisted,0.451391,90.0,Crystal Palace,76,4521,,
90,,,,,right-foot,0.0,0.0,,1,,,59.5,0,59.5,80.6,55.1,14.2,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,40.5,19.4,right,,0,1,2138697,shot,True,Crystal Palace,0,0.0,1,,0,,1122603,,William Osula,F,W. Osula,osula-william,250,14.2,55.1,0,16,930,miss,0,0.0,1.0,0.0,,0.0,0.0,,fast-break,0.0105906,90.0,Sheffield United,75,4470,,
91,,9.2,46.4,0.0,right-foot,0.0,0.0,,1,46.4,9.2,51.8,0,51.8,81.0,43.1,14.7,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,48.2,19.0,low-right,,1,0,2138690,shot,False,Sheffield United,1,0.0,0,,0,,864921,,Eberechi Eze,M,E. Eze,eberechi-eze,4328,14.7,43.1,0,16,944,block,1,0.0,0.0,0.0,,0.0,0.0,,assisted,0.411604,90.0,Crystal Palace,75,4456,,
92,,15.4,62.6,0.0,right-foot,0.0,0.0,,1,62.6,15.4,50.9,0,50.9,81.0,70.3,21.4,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,49.1,19.0,low-centre,,0,1,2138677,shot,True,Crystal Palace,1,0.0,0,,0,,825899,,Anel Ahmedhodžić,D,A. Ahmedhodžić,anel-ahmedhodzic,1709,21.4,70.3,0,17,1007,block,0,0.0,0.0,0.0,,1.0,0.0,,regular,,90.0,Sheffield United,74,4393,,
93,,2.3,47.8,0.0,left-foot,0.0,1.0,,0,47.8,2.3,51.6,0,51.6,89.9,38.8,11.1,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,48.4,10.1,low-centre,,1,0,2138648,shot,False,Sheffield United,0,0.0,0,,1,,148710,,Jeffrey Schlupp,M,J. Schlupp,jeffrey-schlupp,925,11.1,38.8,0,19,1098,save,1,0.0,0.0,0.0,,0.0,0.0,,assisted,0.0854707,90.0,Crystal Palace,72,4302,,
94,,8.0,60.8,0.0,right-foot,0.0,0.0,,1,60.8,8.0,54.2,0,54.2,81.0,63.5,11.2,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,45.8,19.0,low-right,,0,1,2138497,shot,True,Crystal Palace,1,0.0,0,,0,,282665,,Ben Osborn,M,B. Osborn,ben-osborn,79,11.2,63.5,0,29,1697,block,0,0.0,1.0,0.0,,0.0,0.0,,fast-break,0.00533532,87.0,Sheffield United,62,3703,,
95,,0.7,52.2,0.0,head,1.0,0.0,,0,52.2,0.7,49.2,0,49.2,82.3,56.7,6.4,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,50.8,17.7,low-centre,,1,0,2138477,shot,False,Sheffield United,0,0.0,0,,1,,795228,,Odsonne Édouard,F,O. Édouard,odsonne-edouard,2382,6.4,56.7,0,30,1757,save,0,0.0,0.0,0.0,,0.0,1.0,,set-piece,0.135752,90.0,Crystal Palace,61,3643,,
96,,3.5,55.6,0.0,head,1.0,0.0,,0,55.6,3.5,61.0,0,61.0,72.2,48.2,14.0,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,39.0,27.8,right,,1,0,2138456,shot,False,Sheffield United,0,0.0,1,,0,,795228,,Odsonne Édouard,F,O. Édouard,odsonne-edouard,2382,14.0,48.2,0,31,1838,miss,0,0.0,0.0,0.0,,0.0,1.0,,set-piece,0.135752,90.0,Crystal Palace,60,3562,,
97,,17.5,62.1,0.0,right-foot,0.0,0.0,,1,62.1,17.5,53.5,0,53.5,81.0,66.6,26.6,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,46.5,19.0,low-right,,1,0,2138381,shot,False,Sheffield United,1,0.0,0,,0,,864921,,Eberechi Eze,M,E. Eze,eberechi-eze,4328,26.6,66.6,0,37,2167,block,0,0.0,0.0,1.0,,0.0,0.0,,free-kick,0.411604,90.0,Crystal Palace,54,3233,,
98,,,,,left-foot,0.0,1.0,,0,,,49.3,0,49.3,88.0,49.7,3.3,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,50.7,12.0,low-centre,regular,1,0,2138317,shot,False,Sheffield United,0,1.0,0,,0,,795228,,Odsonne Édouard,F,O. Édouard,odsonne-edouard,2382,3.3,49.7,0,42,2461,goal,1,0.0,0.0,0.0,,0.0,0.0,,assisted,0.135752,90.0,Crystal Palace,49,2939,,
99,,,,,left-foot,0.0,1.0,,0,,,53.1,0,53.1,33.3,23.1,8.8,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,46.9,66.7,high,,1,0,2138111,shot,False,Sheffield United,0,0.0,1,,0,,864921,,Eberechi Eze,M,E. Eze,eberechi-eze,4328,8.8,23.1,0,1,38,miss,1,0.0,0.0,0.0,,0.0,0.0,,assisted,0.411604,90.0,Crystal Palace,45,2662,,
100,,2.3,50.0,0.0,right-foot,0.0,0.0,,1,50.0,2.3,48.5,0,48.5,82.3,46.6,29.3,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,51.5,17.7,low-centre,,0,1,2138098,shot,True,Crystal Palace,0,0.0,0,,1,,100637,,Oliver Norwood,M,O. Norwood,oliver-norwood,308,29.3,46.6,0,2,82,save,1,0.0,0.0,0.0,,0.0,0.0,,assisted,0.08602,90.0,Sheffield United,44,2618,,
101,,26.0,38.6,0.0,right-foot,0.0,0.0,,1,38.6,26.0,48.9,0,48.9,81.0,37.1,29.9,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,51.1,19.0,low-centre,,1,0,2138006,shot,False,Sheffield United,1,0.0,0,,0,,864921,,Eberechi Eze,M,E. Eze,eberechi-eze,4328,29.9,37.1,0,7,395,block,0,0.0,0.0,0.0,,0.0,1.0,,set-piece,0.411604,90.0,Crystal Palace,39,2305,,
102,,,,,head,1.0,0.0,,0,,,41.0,0,41.0,22.2,44.5,8.7,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,59.0,77.8,high-left,,0,1,2137945,shot,True,Crystal Palace,0,0.0,1,,0,,825899,,Anel Ahmedhodžić,D,A. Ahmedhodžić,anel-ahmedhodzic,1709,8.7,44.5,0,12,667,miss,0,1.0,0.0,0.0,,0.0,0.0,,corner,,90.0,Sheffield United,34,2033,,
103,,,,,head,1.0,0.0,,0,,,46.7,0,46.7,40.3,39.5,2.6,Crystal Palace,crystal-palace,Sheffield United,sheffield-united,11352254,sheffield-united-crystal-palace,2,0,53.3,59.7,close-high,,1,0,2137902,shot,False,Sheffield United,0,0.0,1,,0,,795228,,Odsonne Édouard,F,O. Édouard,odsonne-edouard,2382,2.6,39.5,0,14,834,miss,0,1.0,0.0,0.0,,0.0,0.0,,corner,0.135752,90.0,Crystal Palace,32,1866,,
